session,Period,Subject,matching_group,rand,r,Valuation,reported_valuation,sum_reported_valuations,GroupDecisionRule,GroupDecisionVote,GroupDecisionVote_XY,vote,VotesInFavour,transfer,reports_others_3_3,reports_others_3_1,reports_others_3_minus_1,reports_others_3_minus_3,reports_others_1_1,reports_others_1_minus_1,reports_others_1_minus_3,reports_others_minus_1_minus_1,reports_others_minus_1_minus_3,reports_others_minus_3_minus_3,TimeOKTestQuestionsOK,positive,TimeOKStageONEOK,TimeWertschaetbenStageTWOAGVOK,TimeStimmeAbgebenStageTWOK2OK,TimeWEITERStageTWOStatusQuoOK,TimeZumMuenzwuImplementationOK,Draw_random_provision,ReportsVector1,ReportsVector2,provision,payoff,earnings,TimeOKOUTPUTRESULTSOK,TimeOKEndOfTrialRoundsOK,independent_groups,group_formation,i,random_number,rank,TimeWEITERWAITNGAFTERROUND12OK,NumberRank,ValuationVector1,ValuationVector2,ValuationVector3,snr1,snr2,snr3,x,y,srnr1,srnr2,SelectedPeriod,TimeOKProfitInfoOK,Age,Gender,TimeOKQuestionaire1OK,Orientation,Party,TimeOKQuestionaire2OK,risk_self,risk_others,TimeOKQuestionaire3OK,reports_others_7_7,reports_others_7_1,reports_others_7_minus_1,reports_others_7_minus_3,reports_others_3_minus_7,reports_others_1_minus_7,reports_others_minus_1_minus_7,reports_others_minus_7_minus_7,reports_others_7_minus_2,reports_others_minus_1_minus_2,reports_others_minus_2_minus_2,reports_others_minus_2_minus_3,Study_Subject,Session_number,treatment_distribution,maxsession,maxsubject,Rule_1,Rule_2,identifier,SurplusGroup,EfficientChoice,HypotheticalResultAGV,HypotheticalResultSM,HypotheticalResultSQ,HypotheticalResultRAND,ChoiceResultSubject,BinaryChoice,dummy_valuation_negative,truth_telling,truth_telling_sign,never_misreports_sign,block,session_match,ad_interim_round,ex_ante_round,valuation_positive,valuation_negative,Value_factor,Rule_Vote,chose_AGV,chose_SM,chose_NSQ,chose_RAND,treatment_number,efficient,efficient_mech_choice,ex_ante_efficient,GK_prefAGV,TaxTheWinner,absVal,Veto,comparison_order_inverted,Rational
150430_0958,18,16,5,0.23917753,0.58981842,1,-10,-30,SM,SM,2,Yes,2,0.0,,,,,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,24,,36.0,0.0,,1,-10,-10,1,1.0,9.0,24,,2,2,2,10.080123,2,,1,1,7,-3,16,22,23,4,23,22,23,2.0,15.0,22,female,,7,SPD,,3,5,,-2.0,-1.0,-1.0,-1.0,,,,,,,,,Wirtschaftspädagogik / Lehramt,6,+7,9,24,NSQ,SM,616,5,1,1,1,0,0.5,1.0,SM vs. NSQ,positive,,,0,3,6_2,1,0,1,0,Value 1,1,,1.0,0.0,,Right-skewed,1.0,1.0,0.0,,1.0,1,0.0,1,1
150430_0958,18,22,5,0.26640472,0.89242226,7,-10,-30,SM,SM,2,Yes,2,0.0,,,,,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,34,,26.0,0.0,,0,-10,-10,1,7.0,9.0,24,,2,2,2,10.137544,1,,1,1,7,-3,16,22,23,4,23,16,23,2.0,21.0,20,female,,6,Nichtwähler,,5,5,,-2.0,-1.0,-1.0,-1.0,,,,,,,,,BWL,6,+7,9,24,NSQ,SM,622,5,1,1,1,0,0.5,1.0,SM vs. NSQ,positive,,,0,3,6_2,1,0,1,0,Value 7,1,,1.0,0.0,,Right-skewed,1.0,1.0,0.0,,1.0,7,1.0,1,1
150430_0958,18,23,5,0.13133173,0.18381701,-3,-10,-30,SM,NSQ,1,No,0,0.0,,,,,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,33,,34.0,0.0,,1,-10,-10,0,-3.0,9.0,24,,2,2,2,10.279881,3,,1,1,7,-3,16,22,23,4,22,16,22,2.0,25.0,20,male,,6,Bündnis 90 / Die Grünen,,7,6,,-2.0,-1.0,-1.0,-1.0,,,,,,,,,Sonstiges,6,+7,9,24,NSQ,SM,623,5,1,1,1,0,0.5,0.0,SM vs. NSQ,negative,,,1,3,6_2,1,0,0,1,Value -3,0,,0.0,1.0,,Right-skewed,0.0,0.0,0.0,,1.0,3,0.0,1,1
150430_0958,18,13,6,0.68219322,0.29647109,-1,-10,-30,NSQ,SM,2,-1,0,0.0,,,,,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,35,,0.0,38.0,,0,-10,-10,0,0.0,9.0,24,,2,2,2,10.363994,2,,1,-1,-1,1,13,17,19,4,19,17,19,2.0,21.0,24,female,,2,FDP,,8,1,,-2.0,-1.0,-1.0,-1.0,,,,,,,,,Wirtschaftspädagogik / Lehramt,6,+7,9,24,NSQ,SM,613,-1,0,0,0,0,0.5,0.0,SM vs. NSQ,negative,,,0,3,6_2,1,0,0,1,Value -1,1,,1.0,0.0,,Right-skewed,1.0,1.0,0.0,,1.0,1,0.0,1,0
150430_0958,18,17,6,0.93533278,0.36972049,-1,-10,-30,NSQ,NSQ,1,-1,0,0.0,,,,,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,33,,0.0,37.0,,0,-10,-10,0,0.0,9.0,24,,2,2,2,10.530532,1,,1,-1,-1,1,13,17,19,4,19,13,19,2.0,99999.0,27,male,,8,CDU/CSU,,4,8,,-2.0,-1.0,-1.0,-1.0,,,,,,,,,BWL,6,+7,9,24,NSQ,SM,617,-1,0,0,0,0,0.5,0.0,SM vs. NSQ,negative,,,1,3,6_2,1,0,0,1,Value -1,0,,0.0,1.0,,Right-skewed,0.0,0.0,0.0,,1.0,1,0.0,1,1
150430_0958,18,19,6,0.49947491,0.56580091,1,-10,-30,NSQ,SM,2,-1,0,0.0,,,,,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,33,,0.0,36.0,,0,-10,-10,0,0.0,9.0,24,,2,2,2,10.387013,3,,1,-1,-1,1,13,17,19,4,17,13,17,2.0,22.0,21,male,,7,FDP,,4,6,,-2.0,-1.0,-1.0,-1.0,,,,,,,,,BWL,6,+7,9,24,NSQ,SM,619,-1,0,0,0,0,0.5,0.0,SM vs. NSQ,positive,,,1,3,6_2,1,0,1,0,Value 1,1,,1.0,0.0,,Right-skewed,1.0,1.0,0.0,,1.0,1,0.0,1,1
150430_0958,18,15,7,0.61971658,0.67491949,1,-10,-30,SM,SM,2,Yes,3,0.0,,,,,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,20,,31.0,0.0,,1,-10,-10,1,1.0,9.0,24,,2,2,2,10.663532,1,,1,1,7,1,15,18,24,4,24,18,24,2.0,13.0,27,male,,5,CDU/CSU,,7,3,,-2.0,-1.0,-1.0,-1.0,,,,,,,,,Wirtschaftspädagogik / Lehramt,6,+7,9,24,NSQ,SM,615,9,1,1,1,0,0.5,1.0,SM vs. NSQ,positive,,,0,3,6_2,1,0,1,0,Value 1,1,,1.0,0.0,,Right-skewed,1.0,1.0,0.0,,1.0,1,0.0,1,1
150430_0958,18,18,7,0.011910819,0.96444261,7,-10,-30,SM,SM,2,Yes,3,0.0,,,,,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,24,,36.0,0.0,,1,-10,-10,1,7.0,9.0,24,,2,2,2,10.700273,3,,1,1,7,1,15,18,24,4,24,15,24,2.0,99999.0,19,female,,6,SPD,,6,7,,-2.0,-1.0,-1.0,-1.0,,,,,,,,,BWL,6,+7,9,24,NSQ,SM,618,9,1,1,1,0,0.5,1.0,SM vs. NSQ,positive,,,1,3,6_2,1,0,1,0,Value 7,1,,1.0,0.0,,Right-skewed,1.0,1.0,0.0,,1.0,7,1.0,1,1
150430_0958,18,24,7,0.5405252,0.69742221,1,-10,-30,SM,SM,2,Yes,3,0.0,,,,,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,35,,38.0,0.0,,1,-10,-10,1,1.0,9.0,24,,2,2,2,10.630155,2,,1,1,7,1,15,18,24,4,18,15,18,2.0,21.0,20,male,,4,SPD,,7,7,,-2.0,-1.0,-1.0,-1.0,,,,,,,,,BWL,6,+7,9,24,NSQ,SM,624,9,1,1,1,0,0.5,1.0,SM vs. NSQ,positive,,,0,3,6_2,1,0,1,0,Value 1,1,,1.0,0.0,,Right-skewed,1.0,1.0,0.0,,1.0,1,0.0,1,1
150430_0958,18,14,8,0.9539299,0.60728848,1,-10,-30,SM,SM,2,Yes,2,0.0,,,,,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,31,,35.0,0.0,,1,-10,-10,1,1.0,9.0,24,,2,2,2,10.783633,1,,1,1,7,-1,14,20,21,4,21,20,21,2.0,99999.0,20,male,,6,CDU/CSU,,0,0,,-2.0,-1.0,-1.0,-1.0,,,,,,,,,VWL,6,+7,9,24,NSQ,SM,614,7,1,1,1,0,0.5,1.0,SM vs. NSQ,positive,,,1,3,6_2,1,0,1,0,Value 1,1,,1.0,0.0,,Right-skewed,1.0,1.0,0.0,,1.0,1,0.0,1,1
150430_0958,18,20,8,0.13457252,0.9413498,7,-10,-30,SM,SM,2,Yes,2,0.0,,,,,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,1,30,,17.0,0.0,,1,-10,-10,1,7.0,9.0,24,,2,2,2,10.75746,2,,1,1,7,-1,14,20,21,4,21,14,21,2.0,25.0,22,male,,6,Nichtwähler,,7,3,,-2.0,-1.0,-1.0,-1.0,,,,,,,,,BWL,6,+7,9,24,NSQ,SM,620,7,1,1,1,0,0.5,1.0,SM vs. NSQ,positive,,,0,3,6_2,1,0,1,0,Value 7,1,,1.0,0.0,,Right-skewed,1.0,1.0,0.0,,1.0,7,1.0,1,1
150430_0958,18,21,8,0.098759189,0.41628817,-1,-10,-30,SM,NSQ,1,No,0,0.0,,,,,-1.0,-1.0,-1.0,-1,-1.0,-1.0,,0,27,,26.0,0.0,,1,-10,-10,0,-1.0,9.0,24,,2,2,2,10.954679,3,,1,1,7,-1,14,20,21,4,20,14,20,2.0,17.0,27,female,,7,Bündnis 90 / Die Grünen,,0,6,,-2.0,-1.0,-1.0,-1.0,,,,,,,,,BWL,6,+7,9,24,NSQ,SM,621,7,1,1,1,0,0.5,0.0,SM vs. NSQ,negative,,,1,3,6_2,1,0,0,1,Value -1,0,,0.0,1.0,,Right-skewed,0.0,0.0,0.0,,1.0,1,0.0,1,1
150430_1211,1,1,1,0.18037403,0.97758996,3,-10,-30,SM,SM,2,Yes,2,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,1,26,0.0,30.0,0.0,0.0,1,-10,-10,1,3.0,9.0,20,,1,-1,2,0.0026055896,3,0.0,1,3,3,-1,1,5,6,4,6,5,6,0.0,0.0,24,female,,7,Nichtwähler,,4,4,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,BWL,7,-7,9,6,RAND,SM,701,5,1,1,1,0,0.5,1.0,SM vs. RAND,positive,,,1,1,7_1,0,1,1,0,Value 3,1,,1.0,,0.0,Left-skewed,1.0,1.0,1.0,,0.0,3,0.0,1,1
150430_1211,1,5,1,0.55706233,0.78806233,3,-10,-30,SM,SM,2,Yes,2,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,1,19,,32.0,,,1,-10,-10,1,3.0,,13,,1,-1,2,0.47363198,2,,1,3,3,-1,1,5,6,4,6,1,6,,,20,male,,8,Nichtwähler,,8,5,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,Sonstiges,7,-7,9,6,RAND,SM,705,5,1,1,1,0,0.5,1.0,SM vs. RAND,positive,,,1,1,7_1,0,1,1,0,Value 3,1,,1.0,,0.0,Left-skewed,1.0,1.0,1.0,,0.0,3,0.0,1,1
150430_1211,1,6,1,0.85935211,0.44043475,-1,-10,-30,SM,SM,2,No,0,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,0,25,,18.0,,,0,-10,-10,0,-1.0,,4,,1,-1,2,0.33278376,1,,1,3,3,-1,1,5,6,4,5,1,5,,,24,female,,4,Die Linke,,1,8,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,Wirtschaftsmathematik,7,-7,9,6,RAND,SM,706,5,1,1,1,0,0.5,1.0,SM vs. RAND,negative,,,0,1,7_1,0,1,0,1,Value -1,1,,1.0,,0.0,Left-skewed,1.0,1.0,1.0,,0.0,1,0.0,1,1
150430_1211,1,2,2,0.41869876,0.63342524,1,-10,-30,SM,SM,2,Yes,3,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,1,22,,27.0,,,1,-10,-10,1,1.0,,20,,1,-1,2,0.88126969,3,,1,1,3,3,2,3,4,4,4,3,4,,,25,male,,6,CDU/CSU,,9,5,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,BWL,7,-7,9,6,RAND,SM,702,7,1,1,1,0,0.5,1.0,SM vs. RAND,positive,,,0,1,7_1,0,1,1,0,Value 1,1,,1.0,,0.0,Left-skewed,1.0,1.0,1.0,,0.0,1,0.0,1,1
150430_1211,1,3,2,0.89784461,0.84767413,3,-10,-30,SM,SM,2,Yes,3,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,1,13,,34.0,,,0,-10,-10,1,3.0,,15,,1,-1,2,0.80704999,1,,1,1,3,3,2,3,4,4,4,2,4,,,21,female,,6,Bündnis 90 / Die Grünen,,2,7,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,Sozial- / Politikwissenschaften,7,-7,9,6,RAND,SM,703,7,1,1,1,0,0.5,1.0,SM vs. RAND,positive,,,1,1,7_1,0,1,1,0,Value 3,1,,1.0,,0.0,Left-skewed,1.0,1.0,1.0,,0.0,3,0.0,1,1
150430_1211,1,4,2,0.42371061,0.96413958,3,-10,-30,SM,SM,2,Yes,3,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,1,23,,21.0,,,1,-10,-10,1,3.0,,17,,1,-1,2,0.50338662,2,,1,1,3,3,2,3,4,4,3,2,3,,,21,male,,6,CDU/CSU,,6,5,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,BWL,7,-7,9,6,RAND,SM,704,7,1,1,1,0,0.5,1.0,SM vs. RAND,positive,,,1,1,7_1,0,1,1,0,Value 3,1,,1.0,,0.0,Left-skewed,1.0,1.0,1.0,,0.0,3,0.0,1,1
150430_1211,2,2,1,0.16660486,0.00015093526,-7,-10,-30,RAND,AGV,2,-1,0,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,0,32,0.0,,,35.0,1,-10,-10,1,-7.0,,19,,1,-1,2,0.0028614672,2,,1,-7,1,-7,2,3,6,4,6,3,6,,,25,male,,6,CDU/CSU,,9,5,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,BWL,7,-7,9,6,RAND,AGV,702,-13,0,0,0,0,0.5,0.0,AGV vs. RAND,negative,,,0,1,7_1,0,1,0,1,Value -7,1,1.0,,,0.0,Left-skewed,1.0,1.0,1.0,,0.0,7,0.0,1,1
150430_1211,2,3,1,0.092282988,0.62507963,1,-10,-30,RAND,AGV,2,-1,0,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,1,26,0.0,,,32.0,0,-10,-10,0,1.0,,22,,1,-1,2,0.16718318,3,,1,-7,1,-7,2,3,6,4,6,2,6,,,21,female,,6,Bündnis 90 / Die Grünen,,2,7,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,Sozial- / Politikwissenschaften,7,-7,9,6,RAND,AGV,703,-13,0,0,0,0,0.5,0.0,AGV vs. RAND,positive,,,1,1,7_1,0,1,1,0,Value 1,1,1.0,,,0.0,Left-skewed,1.0,1.0,1.0,,0.0,1,0.0,1,1
150430_1211,2,6,1,0.49038112,0.15016347,-7,-10,-30,RAND,RAND,1,-1,0,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,0,25,0.0,,,25.0,1,-10,-10,1,-7.0,,4,,1,-1,2,0.12786354,1,,1,-7,1,-7,2,3,6,4,3,2,3,,,24,female,,4,Die Linke,,1,8,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,Wirtschaftsmathematik,7,-7,9,6,RAND,AGV,706,-13,0,0,0,0,0.5,0.5,AGV vs. RAND,negative,,,0,1,7_1,0,1,0,1,Value -7,0,0.0,,,1.0,Left-skewed,0.0,0.0,0.0,,0.0,7,0.0,1,0
150430_1211,2,1,2,0.6574015,0.44986281,-1,-7,-5,AGV,AGV,2,-1,0,-0.79000002,-1.0,-1.0,1.0,,-1.0,-1.0,,-1,,,,0,27,10.0,,,0.0,0,-1,3,0,-0.79000002,,18,,1,-1,2,0.84891778,1,,1,-1,-1,3,1,4,5,4,5,4,5,,,24,female,,7,Nichtwähler,,4,4,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,BWL,7,-7,9,6,RAND,AGV,701,1,1,1,0,0,0.5,1.0,AGV vs. RAND,negative,0.0,1.0,1,1,7_1,0,1,0,1,Value -1,1,1.0,,,0.0,Left-skewed,1.0,1.0,1.0,,0.0,1,0.0,1,1
150430_1211,2,4,2,0.34475482,0.28811339,-1,-1,-5,AGV,AGV,2,-1,0,0.46000001,-1.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,0,24,18.0,,,0.0,0,-7,3,0,0.46000001,,14,,1,-1,2,0.82631522,2,,1,-1,-1,3,1,4,5,4,5,1,5,,,21,male,,6,CDU/CSU,,6,5,,,,,,1.0,-1.0,-1.0,-1.0,,,,,BWL,7,-7,9,6,RAND,AGV,704,1,1,1,0,0,0.5,1.0,AGV vs. RAND,negative,1.0,1.0,1,1,7_1,0,1,0,1,Value -1,1,1.0,,,0.0,Left-skewed,1.0,1.0,1.0,,0.0,1,0.0,1,1
150430_1211,2,5,2,0.29409403,0.91187888,3,3,-5,AGV,AGV,2,-1,0,0.33000001,-1.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,1,22,32.0,,,0.0,1,-7,-1,0,0.33000001,,5,,1,-1,2,0.94150078,3,,1,-1,-1,3,1,4,5,4,4,1,4,,,20,male,,8,Nichtwähler,,8,5,,,,,,-1.0,-1.0,1.0,-1.0,,,,,Sonstiges,7,-7,9,6,RAND,AGV,705,1,1,1,0,0,0.5,1.0,AGV vs. RAND,positive,1.0,1.0,1,1,7_1,0,1,1,0,Value 3,1,1.0,,,0.0,Left-skewed,1.0,1.0,1.0,,0.0,3,0.0,1,1
150430_1211,3,1,1,0.14537787,0.5732286,1,-10,-30,RAND,NSQ,1,-1,0,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,1,27,,,0.0,36.0,1,-10,-10,1,1.0,,23,,1,-1,2,0.24258138,3,,1,1,3,-1,1,4,6,4,6,4,6,,,24,female,,7,Nichtwähler,,4,4,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,BWL,7,-7,9,6,NSQ,RAND,701,3,1,1,1,0,0.5,0.0,NSQ vs. RAND,positive,,,1,1,7_1,0,1,1,0,Value 1,1,,,1.0,0.0,Left-skewed,1.0,1.0,1.0,,0.0,1,0.0,0,0
150430_1211,3,4,1,0.20110744,0.75061923,3,-10,-30,RAND,RAND,2,-1,0,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,1,29,,,0.0,33.0,0,-10,-10,0,3.0,,23,,1,-1,2,0.023320228,2,,1,1,3,-1,1,4,6,4,6,1,6,,,21,male,,6,CDU/CSU,,6,5,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,BWL,7,-7,9,6,NSQ,RAND,704,3,1,1,1,0,0.5,0.5,NSQ vs. RAND,positive,,,1,1,7_1,0,1,1,0,Value 3,0,,,0.0,1.0,Left-skewed,0.0,0.0,0.0,,0.0,3,0.0,0,1
150430_1211,3,6,1,0.82905436,0.39281291,-1,-10,-30,RAND,RAND,2,-1,0,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,0,28,,,0.0,29.0,1,-10,-10,1,-1.0,,22,,1,-1,2,0.028874166,1,,1,1,3,-1,1,4,6,4,4,1,4,,,24,female,,4,Die Linke,,1,8,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,Wirtschaftsmathematik,7,-7,9,6,NSQ,RAND,706,3,1,1,1,0,0.5,0.5,NSQ vs. RAND,negative,,,0,1,7_1,0,1,0,1,Value -1,0,,,0.0,1.0,Left-skewed,0.0,0.0,0.0,,0.0,1,0.0,0,0
150430_1211,3,2,2,0.36587313,0.15128936,-7,-10,-30,NSQ,RAND,2,-1,0,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,0,30,,,31.0,0.0,1,-10,-10,0,0.0,,22,,1,-1,2,0.95160776,3,,1,-7,1,3,2,3,5,4,5,3,5,,,25,male,,6,CDU/CSU,,9,5,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,BWL,7,-7,9,6,NSQ,RAND,702,-3,0,0,1,0,0.5,0.5,NSQ vs. RAND,negative,,,0,1,7_1,0,1,0,1,Value -7,0,,,0.0,1.0,Left-skewed,0.0,0.0,0.0,,0.0,7,0.0,0,0
150430_1211,3,3,2,0.53119391,0.65715951,1,-10,-30,NSQ,RAND,2,-1,0,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,1,32,,,38.0,0.0,0,-10,-10,0,0.0,,24,,1,-1,2,0.63836378,2,,1,-7,1,3,2,3,5,4,5,2,5,,,21,female,,6,Bündnis 90 / Die Grünen,,2,7,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,Sozial- / Politikwissenschaften,7,-7,9,6,NSQ,RAND,703,-3,0,0,1,0,0.5,0.5,NSQ vs. RAND,positive,,,1,1,7_1,0,1,1,0,Value 1,0,,,0.0,1.0,Left-skewed,0.0,0.0,0.0,,0.0,1,0.0,0,1
150430_1211,3,5,2,0.71884781,0.93881053,3,-10,-30,NSQ,NSQ,1,-1,0,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,1,22,,,37.0,0.0,0,-10,-10,0,0.0,,18,,1,-1,2,0.58868098,1,,1,-7,1,3,2,3,5,4,3,2,3,,,20,male,,8,Nichtwähler,,8,5,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,Sonstiges,7,-7,9,6,NSQ,RAND,705,-3,0,0,1,0,0.5,0.0,NSQ vs. RAND,positive,,,1,1,7_1,0,1,1,0,Value 3,1,,,1.0,0.0,Left-skewed,1.0,1.0,1.0,,0.0,3,0.0,0,0
150430_1211,4,1,1,0.14638698,0.5103963,1,-10,-30,SM,SM,2,Yes,2,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,1,33,,36.0,,,1,-10,-10,1,1.0,,15,,1,-1,2,0.076769926,3,,1,1,-7,1,1,3,5,4,5,3,5,,,24,female,,7,Nichtwähler,,4,4,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,BWL,7,-7,9,6,NSQ,SM,701,-5,0,0,1,0,0.5,1.0,SM vs. NSQ,positive,,,1,1,7_1,0,1,1,0,Value 1,1,,1.0,0.0,,Left-skewed,1.0,1.0,1.0,,0.0,1,0.0,1,1
150430_1211,4,3,1,0.77410376,0.23661861,-7,-10,-30,SM,SM,2,No,0,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,0,36,,34.0,,,1,-10,-10,0,-7.0,,19,,1,-1,2,0.27214107,1,,1,1,-7,1,1,3,5,4,5,1,5,,,21,female,,6,Bündnis 90 / Die Grünen,,2,7,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,Sozial- / Politikwissenschaften,7,-7,9,6,NSQ,SM,703,-5,0,0,1,0,0.5,1.0,SM vs. NSQ,negative,,,1,1,7_1,0,1,0,1,Value -7,1,,1.0,0.0,,Left-skewed,1.0,1.0,1.0,,0.0,7,0.0,1,0
150430_1211,4,5,1,0.37931636,0.52456909,1,-10,-30,SM,NSQ,1,Yes,2,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,1,28,,32.0,,,0,-10,-10,1,1.0,,21,,1,-1,2,0.68527067,2,,1,1,-7,1,1,3,5,4,3,1,3,,,20,male,,8,Nichtwähler,,8,5,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,Sonstiges,7,-7,9,6,NSQ,SM,705,-5,0,0,1,0,0.5,0.0,SM vs. NSQ,positive,,,1,1,7_1,0,1,1,0,Value 1,0,,0.0,1.0,,Left-skewed,0.0,0.0,0.0,,0.0,1,0.0,1,0
150430_1211,4,2,2,0.84906006,0.81731606,3,-10,-30,SM,SM,2,Yes,2,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,1,34,,36.0,,,1,-10,-10,1,3.0,,19,,1,-1,2,0.81106311,1,,1,3,1,-1,2,4,6,4,6,4,6,,,25,male,,6,CDU/CSU,,9,5,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,BWL,7,-7,9,6,NSQ,SM,702,3,1,1,1,0,0.5,1.0,SM vs. NSQ,positive,,,0,1,7_1,0,1,1,0,Value 3,1,,1.0,0.0,,Left-skewed,1.0,1.0,1.0,,0.0,3,0.0,1,1
150430_1211,4,4,2,0.15223925,0.63057214,1,-10,-30,SM,SM,2,Yes,2,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,1,35,,33.0,,,0,-10,-10,1,1.0,,23,,1,-1,2,0.74792606,2,,1,3,1,-1,2,4,6,4,6,2,6,,,21,male,,6,CDU/CSU,,6,5,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,BWL,7,-7,9,6,NSQ,SM,704,3,1,1,1,0,0.5,1.0,SM vs. NSQ,positive,,,1,1,7_1,0,1,1,0,Value 1,1,,1.0,0.0,,Left-skewed,1.0,1.0,1.0,,0.0,1,0.0,1,1
150430_1211,4,6,2,0.025652505,0.40989146,-1,-10,-30,SM,NSQ,1,No,0,0.0,-2.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,0,30,,34.0,,,0,-10,-10,0,-1.0,,1,,1,-1,2,0.87490475,3,,1,3,1,-1,2,4,6,4,4,2,4,,,24,female,,4,Die Linke,,1,8,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,Wirtschaftsmathematik,7,-7,9,6,NSQ,SM,706,3,1,1,1,0,0.5,0.0,SM vs. NSQ,negative,,,0,1,7_1,0,1,0,1,Value -1,0,,0.0,1.0,,Left-skewed,0.0,0.0,0.0,,0.0,1,0.0,1,1
150430_1211,5,1,1,0.79114264,0.85322762,3,3,-3,AGV,AGV,2,-1,0,0.33000001,-1.0,-1.0,-1.0,,-1.0,-1.0,,-1,,,,1,32,18.0,,,,0,-7,1,0,0.33000001,,11,,1,-1,2,0.33875924,1,,1,3,-7,3,1,3,6,4,6,3,6,,,24,female,,7,Nichtwähler,,4,4,,,,,,-1.0,1.0,-1.0,-1.0,,,,,BWL,7,-7,9,6,NSQ,AGV,701,-1,0,0,1,0,0.5,0.0,AGV vs. NSQ,positive,1.0,1.0,1,1,7_1,0,1,1,0,Value 3,1,1.0,,0.0,,Left-skewed,1.0,1.0,1.0,,0.0,3,0.0,1,1
150430_1211,5,3,1,0.26989302,0.019895719,-7,-7,-3,AGV,AGV,2,-1,0,-0.79000002,-1.0,1.0,-1.0,,-1.0,-1.0,,-1,,,,0,36,23.0,,,,1,3,1,0,-0.79000002,,17,,1,-1,2,0.170312,2,,1,3,-7,3,1,3,6,4,6,1,6,,,21,female,,6,Bündnis 90 / Die Grünen,,2,7,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,Sozial- / Politikwissenschaften,7,-7,9,6,NSQ,AGV,703,-1,0,0,1,0,0.5,0.0,AGV vs. NSQ,negative,1.0,1.0,1,1,7_1,0,1,0,1,Value -7,1,1.0,,0.0,,Left-skewed,1.0,1.0,1.0,,0.0,7,0.0,1,0
